round,action,optimal_action,reward,cumulative_reward,cumulative_regret
444,1,1,1,247,64.1904351753251
445,1,1,1,248,64.1904351753251
446,1,1,1,249,64.1904351753251
447,2,1,0,249,64.9636137560924
448,1,1,1,250,64.9636137560924
449,1,1,1,251,64.9636137560924
450,1,1,1,252,64.9636137560924
451,1,1,1,253,64.9636137560924
452,1,1,1,254,64.9636137560924
453,1,1,1,255,64.9636137560924
454,1,1,1,256,64.9636137560924
455,1,1,1,257,64.9636137560924
456,1,1,1,258,64.9636137560924
457,0,1,0,258,65.68474082228131
458,1,1,1,259,65.68474082228131
459,1,1,1,260,65.68474082228131
460,1,1,1,261,65.68474082228131
461,1,1,1,262,65.68474082228131
462,2,1,0,262,66.46180865872283
463,1,1,1,263,66.46180865872283
464,1,1,1,264,66.46180865872283
465,1,1,1,265,66.46180865872283
466,1,1,1,266,66.46180865872283
467,1,1,1,267,66.46180865872283
468,1,1,0,267,66.46180865872283
469,1,1,1,268,66.46180865872283
470,0,1,0,268,67.18281817373028
471,1,1,1,269,67.18281817373028
472,1,1,1,270,67.18281817373028
473,1,1,1,271,67.18281817373028
474,1,1,1,272,67.18281817373028
475,1,1,1,273,67.18281817373028
476,2,1,0,273,67.97999294332858
477,1,1,1,274,67.97999294332858
478,1,1,1,275,67.97999294332858
479,1,1,1,276,67.97999294332858
480,1,1,1,277,67.97999294332858
481,1,1,1,278,67.97999294332858
482,1,1,1,279,67.97999294332858
483,1,1,1,280,67.97999294332858
484,1,1,1,281,67.97999294332858
485,0,1,0,281,68.6972521143029
486,1,1,1,282,68.6972521143029
487,1,1,1,283,68.6972521143029
488,1,1,1,284,68.6972521143029
489,1,1,1,285,68.6972521143029
490,1,1,0,285,68.6972521143029
491,2,1,0,285,69.44297696197287
492,1,1,0,285,69.44297696197287
493,1,1,1,286,69.44297696197287
494,1,1,0,286,69.44297696197287
495,0,1,0,286,70.16523550608036
496,1,1,1,287,70.16523550608036
497,1,1,0,287,70.16523550608036
498,1,1,0,287,70.16523550608036
499,2,1,0,287,70.92094616880695
500,1,1,1,288,70.92094616880695
501,1,1,0,288,70.92094616880695
502,1,1,1,289,70.92094616880695
503,1,1,1,290,70.92094616880695
504,0,1,0,290,71.64572577373224
505,1,1,1,291,71.64572577373224
506,1,1,1,292,71.64572577373224
507,1,1,1,293,71.64572577373224
508,1,1,1,294,71.64572577373224
509,1,1,1,295,71.64572577373224
510,1,1,1,296,71.64572577373224
511,1,1,0,296,71.64572577373224
512,2,1,0,296,72.4031161733354
513,1,1,0,296,72.4031161733354
514,1,1,0,296,72.4031161733354
515,0,1,0,296,73.12689569191713
516,1,1,0,296,73.12689569191713
517,1,1,1,297,73.12689569191713
518,1,1,1,298,73.12689569191713
519,2,1,0,298,73.88716528229843
520,1,1,1,299,73.88716528229843
521,1,1,1,300,73.88716528229843
522,1,1,0,300,73.88716528229843
523,1,1,1,301,73.88716528229843
524,0,1,0,301,74.60968415322058
525,1,1,1,302,74.60968415322058
526,1,1,1,303,74.60968415322058
527,1,1,1,304,74.60968415322058
528,1,1,1,305,74.60968415322058
529,1,1,1,306,74.60968415322058
530,1,1,1,307,74.60968415322058
531,1,1,1,308,74.60968415322058
532,1,1,1,309,74.60968415322058
533,1,1,1,310,74.60968415322058
534,2,1,0,310,75.35366863391508
535,1,1,1,311,75.35366863391508
536,1,1,0,311,75.35366863391508
537,1,1,1,312,75.35366863391508
538,0,1,0,312,76.07517786571971
539,1,1,1,313,76.07517786571971
540,1,1,1,314,76.07517786571971
541,1,1,1,315,76.07517786571971
542,1,1,1,316,76.07517786571971
543,1,1,1,317,76.07517786571971
544,1,1,1,318,76.07517786571971
545,1,1,1,319,76.07517786571971
546,1,1,1,320,76.07517786571971
547,1,1,0,320,76.07517786571971
548,2,1,0,320,76.84613720006851
549,1,1,1,321,76.84613720006851
550,1,1,1,322,76.84613720006851
551,1,1,1,323,76.84613720006851
552,0,1,0,323,77.5669340961676
553,1,1,1,324,77.5669340961676
554,1,1,1,325,77.5669340961676
555,1,1,0,325,77.5669340961676
556,1,1,1,326,77.5669340961676
557,1,1,1,327,77.5669340961676
558,1,1,1,328,77.5669340961676
559,1,1,1,329,77.5669340961676
560,2,1,0,329,78.36004470640724
561,1,1,1,330,78.36004470640724
562,1,1,0,330,78.36004470640724
563,0,1,0,330,79.08111079786033
564,1,1,0,330,79.08111079786033
565,1,1,1,331,79.08111079786033
566,1,1,1,332,79.08111079786033
567,1,1,1,333,79.08111079786033
568,1,1,1,334,79.08111079786033
569,1,1,1,335,79.08111079786033
570,1,1,1,336,79.08111079786033
571,1,1,1,337,79.08111079786033
572,1,1,1,338,79.08111079786033
573,2,1,0,338,79.86011247999353
574,1,1,1,339,79.86011247999353
575,1,1,1,340,79.86011247999353
576,1,1,1,341,79.86011247999353
577,0,1,0,341,80.56867645112814
578,1,1,1,342,80.56867645112814
579,1,1,1,343,80.56867645112814
580,1,1,0,343,80.56867645112814
581,1,1,1,344,80.56867645112814
582,1,1,1,345,80.56867645112814
583,1,1,0,345,80.56867645112814
584,2,1,0,345,81.13755725957515
585,1,1,1,346,81.13755725957515
586,1,1,1,347,81.13755725957515
587,1,1,1,348,81.13755725957515
588,1,1,1,349,81.13755725957515
589,0,1,0,349,81.67667126357962
590,1,1,1,350,81.67667126357962
591,1,1,1,351,81.67667126357962
592,1,2,0,351,81.88381029208968
593,1,2,1,352,82.0845786905196
594,1,1,1,353,82.0845786905196
595,1,2,0,353,82.44261567760613
596,2,2,1,354,82.44261567760613
597,2,2,0,354,82.44261567760613
598,1,2,1,355,82.85597756456386
599,1,2,0,355,83.21520350015184
600,0,2,0,355,83.75204490534898
601,2,2,1,356,83.75204490534898
602,2,2,1,357,83.75204490534898
603,2,2,1,358,83.75204490534898
604,2,2,1,359,83.75204490534898
605,2,2,1,360,83.75204490534898
606,2,2,1,361,83.75204490534898
607,2,2,1,362,83.75204490534898
608,2,2,1,363,83.75204490534898
609,2,2,1,364,83.75204490534898
610,2,2,0,364,83.75204490534898
611,2,2,1,365,83.75204490534898
612,2,2,1,366,83.75204490534898
613,2,2,1,367,83.75204490534898
614,2,2,1,368,83.75204490534898
615,2,2,0,368,83.75204490534898
616,0,2,0,368,84.43384008809512
617,1,2,0,368,85.04051438923526
618,2,2,1,369,85.04051438923526
619,2,2,1,370,85.04051438923526
620,2,2,0,370,85.04051438923526
621,1,2,0,370,85.67865843099557
622,2,2,0,370,85.67865843099557
623,2,2,1,371,85.67865843099557
624,0,2,0,371,86.27545252053207
625,2,2,0,371,86.27545252053207
626,1,2,0,371,86.68332555464288
627,2,2,1,372,86.68332555464288
628,2,2,1,373,86.68332555464288
629,2,2,1,374,86.68332555464288
630,2,2,1,375,86.68332555464288
631,2,2,1,376,86.68332555464288
632,2,2,1,377,86.68332555464288
633,2,2,0,377,86.68332555464288
634,2,2,0,377,86.68332555464288
635,1,2,1,378,87.3324528001807
636,1,2,0,378,87.75724919208982
637,0,2,0,378,88.39197160355926
638,2,2,1,379,88.39197160355926
639,2,2,1,380,88.39197160355926
640,2,2,1,381,88.39197160355926
641,2,2,0,381,88.39197160355926
642,1,2,0,381,89.07646070306744
643,2,2,0,381,89.07646070306744
644,0,2,0,381,89.71995277069776
645,2,2,1,382,89.71995277069776
646,2,2,1,383,89.71995277069776
647,2,2,1,384,89.71995277069776
648,2,2,0,384,89.71995277069776
649,1,2,0,384,90.38937458892697
650,2,2,1,385,90.38937458892697
651,2,2,1,386,90.38937458892697
652,2,2,1,387,90.38937458892697
653,2,2,1,388,90.38937458892697
654,2,2,0,388,90.38937458892697
655,2,2,1,389,90.38937458892697
656,0,2,0,389,90.9757728055533
657,2,2,0,389,90.9757728055533
658,1,2,0,389,91.57714755084938
659,2,2,1,390,91.57714755084938
660,2,2,0,390,91.57714755084938
661,2,2,1,391,91.57714755084938
662,2,2,1,392,91.57714755084938
663,2,2,1,393,91.57714755084938
664,2,2,1,394,91.57714755084938
665,2,2,1,395,91.57714755084938
666,2,2,1,396,91.57714755084938
667,2,2,0,396,91.57714755084938
668,0,2,0,396,92.30695123694444
669,1,2,1,397,92.73127247805229
670,1,2,0,397,93.30723325053214
671,2,2,0,397,93.30723325053214
672,2,2,1,398,93.30723325053214
673,2,2,1,399,93.30723325053214
674,2,2,0,399,93.30723325053214
675,1,2,0,399,93.9082734176448
676,0,2,0,399,94.46058618813395
677,2,2,0,399,94.46058618813395
678,2,2,0,399,94.46058618813395
679,1,2,0,399,94.96449486973887
680,2,2,1,400,94.96449486973887
681,2,2,1,401,94.96449486973887
682,2,2,1,402,94.96449486973887
683,2,2,1,403,94.96449486973887
684,2,2,1,404,94.96449486973887
685,2,2,0,404,94.96449486973887
686,0,2,0,404,95.547914242692
687,2,2,0,404,95.547914242692
688,1,2,1,405,96.0180499042047
689,1,2,1,406,96.46899512673717
690,1,2,0,406,97.06834029023194
691,1,2,0,406,97.56857588580128
692,2,2,0,406,97.56857588580128
693,0,2,0,406,98.18976132880807
694,2,2,1,407,98.18976132880807
695,2,2,1,408,98.18976132880807
696,2,2,1,409,98.18976132880807
697,2,2,1,410,98.18976132880807
698,2,2,1,411,98.18976132880807
699,2,2,1,412,98.18976132880807
700,2,2,1,413,98.18976132880807
701,2,2,1,414,98.18976132880807
702,2,2,1,415,98.18976132880807
703,2,2,1,416,98.18976132880807
704,2,2,1,417,98.18976132880807
705,2,2,0,417,98.18976132880807
706,1,2,0,417,98.80475123700658
707,2,2,1,418,98.80475123700658
708,2,2,1,419,98.80475123700658
709,0,2,0,419,99.4308423284224
710,2,2,1,420,99.4308423284224
711,2,2,0,420,99.4308423284224
712,2,2,0,420,99.4308423284224
713,1,2,0,420,100.09102204770234
714,2,2,0,420,100.09102204770234
715,2,2,1,421,100.09102204770234
716,2,2,1,422,100.09102204770234
717,2,2,0,422,100.09102204770234
718,0,2,0,422,100.67779808563901
719,2,2,0,422,100.67779808563901
720,1,2,0,422,101.30302727757125
721,2,2,0,422,101.30302727757125
722,2,2,1,423,101.30302727757125
723,2,2,0,423,101.30302727757125
724,0,2,0,423,101.99593299892766
725,2,2,1,424,101.99593299892766
726,2,2,0,424,101.99593299892766
727,1,2,0,424,102.40415831475761
728,2,2,0,424,102.40415831475761
729,2,2,0,424,102.40415831475761
730,0,2,0,424,103.09023372118216
731,1,2,1,425,103.62580665191543
732,1,2,0,425,104.2800239476383
733,1,2,0,425,104.81992700036513
734,2,2,1,426,104.81992700036513
735,2,2,1,427,104.81992700036513
736,2,2,1,428,104.81992700036513
737,2,2,0,428,104.81992700036513
738,2,2,0,428,104.81992700036513
739,0,2,0,428,105.54668714399435
740,2,2,1,429,105.54668714399435
741,2,2,1,430,105.54668714399435
742,2,2,1,431,105.54668714399435
743,2,2,1,432,105.54668714399435
744,2,2,0,432,105.54668714399435
745,1,2,0,432,106.20114557092955
746,2,2,1,433,106.20114557092955
747,2,2,1,434,106.20114557092955
748,2,2,0,434,106.20114557092955
749,2,2,1,435,106.20114557092955
750,0,2,0,435,106.83818368099425
751,2,2,1,436,106.83818368099425
752,2,2,0,436,106.83818368099425
753,2,2,1,437,106.83818368099425
754,2,2,1,438,106.83818368099425
755,2,2,0,438,106.83818368099425
756,1,2,0,438,107.19978955174481
757,2,2,0,438,107.19978955174481
758,0,2,1,439,107.53942200044938
759,0,2,1,440,107.90654699582379
760,0,2,0,440,108.19439380937548
761,0,2,1,441,108.55657563777577
762,0,2,0,441,108.80456913122033
763,0,2,1,442,108.835748495973
764,0,2,1,443,108.90571331334982
765,0,2,0,443,109.04554777278697
766,1,0,1,444,109.15188159086979
767,1,0,0,444,109.38513003976895
768,2,0,0,444,109.51836567103034
769,0,0,1,445,109.51836567103034
770,0,0,0,445,109.51836567103034
771,1,0,1,446,109.7083224231412
772,1,0,1,447,110.23325607026872
773,1,0,0,447,110.59460884833315
774,1,0,0,447,110.9540984855425
775,0,0,1,448,110.9540984855425
776,0,0,0,448,110.9540984855425
777,2,0,1,449,111.26745227900548
778,2,0,0,449,111.89852938788904
779,0,0,0,449,111.89852938788904
780,2,0,0,449,112.44096411352719
781,1,0,0,449,112.97024178192976
782,0,0,0,449,112.97024178192976
783,2,0,1,450,113.76748208135957
784,2,0,0,450,114.5713738257162
785,1,0,0,450,115.28335178255209
786,2,0,0,450,115.93906526465429
787,0,0,0,450,115.93906526465429
788,2,0,0,450,116.7172079039553
789,1,0,0,450,117.30262980410974
790,0,0,1,451,117.30262980410974
791,0,0,0,451,117.30262980410974
792,0,0,0,451,117.30262980410974
793,2,0,0,451,118.02191859185766
794,1,0,0,451,118.76861836740758
795,0,0,1,452,118.76861836740758
796,0,0,1,453,118.76861836740758
797,0,0,0,453,118.76861836740758
798,0,0,1,454,118.76861836740758
799,0,0,1,455,118.76861836740758
800,0,0,1,456,118.76861836740758
801,0,0,1,457,118.76861836740758
802,0,0,1,458,118.76861836740758
803,0,0,0,458,118.76861836740758
804,0,0,1,459,118.76861836740758
805,0,0,1,460,118.76861836740758
806,0,0,0,460,118.76861836740758
807,0,0,1,461,118.76861836740758
808,0,0,1,462,118.76861836740758
809,0,0,0,462,118.76861836740758
810,2,0,0,462,119.54043332765063
811,1,0,0,462,120.18417749325158
812,0,0,1,463,120.18417749325158
813,0,0,1,464,120.18417749325158
814,0,0,1,465,120.18417749325158
815,0,0,1,466,120.18417749325158
816,0,0,1,467,120.18417749325158
817,0,0,0,467,120.18417749325158
818,0,0,1,468,120.18417749325158
819,0,0,0,468,120.18417749325158
820,2,0,0,468,120.87489045473669
821,1,0,0,468,121.504569142282
822,0,0,1,469,121.504569142282
823,0,0,1,470,121.504569142282
824,0,0,0,470,121.504569142282
825,0,0,1,471,121.504569142282
826,0,0,1,472,121.504569142282
827,0,0,0,472,121.504569142282
828,0,0,1,473,121.504569142282
829,0,0,1,474,121.504569142282
830,0,0,1,475,121.504569142282
831,2,0,0,475,122.19907615749666
832,0,0,1,476,122.19907615749666
833,1,0,0,476,122.84280229042369
834,0,0,1,477,122.84280229042369
835,0,0,0,477,122.84280229042369
836,0,0,1,478,122.84280229042369
837,0,0,1,479,122.84280229042369
838,0,0,1,480,122.84280229042369
839,0,0,1,481,122.84280229042369
840,0,0,1,482,122.84280229042369
841,0,0,1,483,122.84280229042369
842,0,0,1,484,122.84280229042369
843,0,0,0,484,122.84280229042369
844,2,0,0,484,123.50620571493894
845,1,0,0,484,124.25069919027912
846,0,0,1,485,124.25069919027912
847,0,0,1,486,124.25069919027912
848,0,0,0,486,124.25069919027912
849,0,0,1,487,124.25069919027912
850,0,0,0,487,124.25069919027912
851,0,0,1,488,124.25069919027912
852,0,0,1,489,124.25069919027912
853,0,0,1,490,124.25069919027912
854,0,0,1,491,124.25069919027912
855,2,0,0,491,124.97616462208079
856,0,0,1,492,124.97616462208079
857,1,0,1,493,125.66852357910604
858,1,0,0,493,126.3833213658665
859,0,0,1,494,126.3833213658665
860,0,0,1,495,126.3833213658665
861,0,0,1,496,126.3833213658665
862,0,0,1,497,126.3833213658665
863,0,0,1,498,126.3833213658665
864,0,0,0,498,126.3833213658665
865,1,0,0,498,126.92723466228905
866,0,0,0,498,126.92723466228905
867,2,0,0,498,127.59025797736655
868,0,0,1,499,127.59025797736655
869,0,0,1,500,127.59025797736655
870,0,0,1,501,127.59025797736655
871,0,0,1,502,127.59025797736655
872,0,0,1,503,127.59025797736655
873,0,0,1,504,127.59025797736655
874,0,0,1,505,127.59025797736655
875,0,0,0,505,127.59025797736655
876,1,0,0,505,128.27525440797712
877,0,0,1,506,128.27525440797712
878,0,0,1,507,128.27525440797712
879,0,0,1,508,128.27525440797712
880,2,0,0,508,129.02112936158449
881,0,0,1,509,129.02112936158449
882,0,0,1,510,129.02112936158449
883,0,0,0,510,129.02112936158449
884,0,0,1,511,129.02112936158449
885,0,0,1,512,129.02112936158449
886,0,0,1,513,129.02112936158449
887,0,0,1,514,129.02112936158449
888,0,0,1,515,129.02112936158449
889,1,0,0,515,129.78404495169
890,0,0,0,515,129.78404495169
891,2,0,0,515,130.4253303679297
892,0,0,0,515,130.4253303679297
893,0,0,0,515,130.4253303679297
894,0,0,1,516,130.4253303679297
895,0,0,1,517,130.4253303679297
896,0,0,1,518,130.4253303679297
897,0,0,1,519,130.4253303679297
898,0,0,1,520,130.4253303679297
899,1,0,0,520,131.08931873529164
900,0,0,1,521,131.08931873529164
901,0,0,0,521,131.08931873529164
902,2,0,0,521,131.9021314961448
903,0,0,1,522,131.9021314961448
904,0,0,1,523,131.9021314961448
905,0,0,1,524,131.9021314961448
906,0,0,1,525,131.9021314961448
907,0,0,0,525,131.9021314961448
908,0,0,1,526,131.9021314961448
909,0,0,1,527,131.9021314961448
910,0,0,1,528,131.9021314961448
911,1,0,1,529,132.57187852208307
912,1,0,1,530,133.1690376023336
913,1,0,0,530,133.6908190717634
914,0,0,1,531,133.6908190717634
915,2,0,0,531,134.46448183233497
916,0,0,0,531,134.46448183233497
917,1,0,0,531,135.12061494533702
918,0,0,1,532,135.12061494533702
919,0,0,1,533,135.12061494533702
920,0,0,1,534,135.12061494533702
921,0,0,1,535,135.12061494533702
922,0,0,1,536,135.12061494533702
923,0,0,1,537,135.12061494533702
924,0,0,1,538,135.12061494533702
925,0,0,0,538,135.12061494533702
926,0,0,1,539,135.12061494533702
927,2,0,0,539,135.739001034521
928,1,0,0,539,136.40394303465
929,0,0,1,540,136.40394303465
930,0,0,0,540,136.40394303465
931,0,0,1,541,136.40394303465
932,0,0,1,542,136.40394303465
933,0,0,1,543,136.40394303465
934,0,0,1,544,136.40394303465
935,0,0,0,544,136.40394303465
936,0,0,1,545,136.40394303465
937,0,0,1,546,136.40394303465
938,1,0,0,546,137.11553372107414
939,2,0,0,546,137.79668095084747
940,0,0,1,547,137.79668095084747
941,0,0,1,548,137.79668095084747
942,0,0,1,549,137.79668095084747
943,0,0,1,550,137.79668095084747
944,0,0,1,551,137.79668095084747
945,0,0,1,552,137.79668095084747
946,0,0,1,553,137.79668095084747
947,0,0,1,554,137.79668095084747
948,0,0,1,555,137.79668095084747
949,0,0,1,556,137.79668095084747
950,0,0,1,557,137.79668095084747
951,0,0,1,558,137.79668095084747
952,0,0,1,559,137.79668095084747
953,0,0,0,559,137.79668095084747
954,1,0,0,559,138.52815579222275
955,2,0,0,559,139.24586521118573
956,0,0,0,559,139.24586521118573
